NAME.x,Census_Tract.x,County.x,State.x,tract_short,tract_uid,ntaname,Year,Population,Italian,Prop
"Census Tract 61, Queens County, New York",Census Tract 61,Queens County,New York,61,461,Astoria,2012,5796,485,0.083678399
"Census Tract 62.01, Queens County, New York",Census Tract 62.01,Queens County,New York,62.01,462.01,Lindenwood-Howard Beach,2012,5623,1203,0.213942735
"Census Tract 62.02, Queens County, New York",Census Tract 62.02,Queens County,New York,62.02,462.02,Lindenwood-Howard Beach,2012,7108,1128,0.158694429
"Census Tract 63, Queens County, New York",Census Tract 63,Queens County,New York,63,463,Astoria,2012,5421,543,0.100166021
"Census Tract 65.01, Queens County, New York",Census Tract 65.01,Queens County,New York,65.01,465.01,Astoria,2012,3787,469,0.123844732
"Census Tract 65.02, Queens County, New York",Census Tract 65.02,Queens County,New York,65.02,465.02,Astoria,2012,4171,421,0.100935028
"Census Tract 69, Queens County, New York",Census Tract 69,Queens County,New York,69,469,Old Astoria,2012,4160,507,0.121875
"Census Tract 71, Queens County, New York",Census Tract 71,Queens County,New York,71,471,Old Astoria,2012,3772,425,0.112672322
"Census Tract 73, Queens County, New York",Census Tract 73,Queens County,New York,73,473,Old Astoria,2012,3893,234,0.060107886
"Census Tract 75, Queens County, New York",Census Tract 75,Queens County,New York,75,475,Astoria,2012,3992,384,0.096192385
"Census Tract 77, Queens County, New York",Census Tract 77,Queens County,New York,77,477,Astoria,2012,1495,171,0.114381271
"Census Tract 79, Queens County, New York",Census Tract 79,Queens County,New York,79,479,Old Astoria,2012,3186,125,0.039234149
"Census Tract 81, Queens County, New York",Census Tract 81,Queens County,New York,81,481,Old Astoria,2012,999,27,0.027027027
"Census Tract 83, Queens County, New York",Census Tract 83,Queens County,New York,83,483,Old Astoria,2012,3589,142,0.039565339
"Census Tract 85, Queens County, New York",Census Tract 85,Queens County,New York,85,485,Queensbridge-Ravenswood-Long Island City,2012,1031,95,0.09214355
"Census Tract 86, Queens County, New York",Census Tract 86,Queens County,New York,86,486,Ozone Park,2012,2654,803,0.30256217
"Census Tract 87, Queens County, New York",Census Tract 87,Queens County,New York,87,487,Old Astoria,2012,4139,42,0.010147379
"Census Tract 88, Queens County, New York",Census Tract 88,Queens County,New York,88,488,Ozone Park,2012,3612,937,0.259413068
"Census Tract 91, Queens County, New York",Census Tract 91,Queens County,New York,91,491,Old Astoria,2012,2732,333,0.121888726
"Census Tract 94, Queens County, New York",Census Tract 94,Queens County,New York,94,494,South Ozone Park,2012,2947,90,0.030539532
"Census Tract 95, Queens County, New York",Census Tract 95,Queens County,New York,95,495,Steinway,2012,2850,429,0.150526316
"Census Tract 96, Queens County, New York",Census Tract 96,Queens County,New York,96,496,South Ozone Park,2012,3370,162,0.048071217
"Census Tract 97, Queens County, New York",Census Tract 97,Queens County,New York,97,497,Steinway,2012,3555,736,0.207032349
"Census Tract 98, Queens County, New York",Census Tract 98,Queens County,New York,98,498,South Ozone Park,2012,2566,8,0.003117693
"Census Tract 99, Queens County, New York",Census Tract 99,Queens County,New York,99,499,park-cemetery-etc-Queens,2012,0,0,0
"Census Tract 100, Queens County, New York",Census Tract 100,Queens County,New York,100,4100,South Ozone Park,2012,3539,111,0.031364792
"Census Tract 101, Queens County, New York",Census Tract 101,Queens County,New York,101,4101,Steinway,2012,2448,372,0.151960784
"Census Tract 102, Queens County, New York",Census Tract 102,Queens County,New York,102,4102,South Ozone Park,2012,2910,85,0.029209622
"Census Tract 103, Queens County, New York",Census Tract 103,Queens County,New York,103,4103,Steinway,2012,3719,439,0.118042485
"Census Tract 104, Queens County, New York",Census Tract 104,Queens County,New York,104,4104,South Ozone Park,2012,3502,36,0.01027984
"Census Tract 105, Queens County, New York",Census Tract 105,Queens County,New York,105,4105,Steinway,2012,4466,203,0.045454545
"Census Tract 106, Queens County, New York",Census Tract 106,Queens County,New York,106,4106,South Ozone Park,2012,3363,51,0.015165031
"Census Tract 107.01, Queens County, New York",Census Tract 107.01,Queens County,New York,107.01,4107.01,Steinway,2012,0,0,0
"Census Tract 108, Queens County, New York",Census Tract 108,Queens County,New York,108,4108,Richmond Hill,2012,3547,58,0.016351847
"Census Tract 110, Queens County, New York",Census Tract 110,Queens County,New York,110,4110,Richmond Hill,2012,3284,91,0.02771011
"Census Tract 111, Queens County, New York",Census Tract 111,Queens County,New York,111,4111,Steinway,2012,3065,332,0.108319739
"Census Tract 112, Queens County, New York",Census Tract 112,Queens County,New York,112,4112,Richmond Hill,2012,2338,175,0.074850299
"Census Tract 113, Queens County, New York",Census Tract 113,Queens County,New York,113,4113,Steinway,2012,4952,813,0.16417609
"Census Tract 114, Queens County, New York",Census Tract 114,Queens County,New York,114,4114,Richmond Hill,2012,997,54,0.054162487
"Census Tract 115, Queens County, New York",Census Tract 115,Queens County,New York,115,4115,Steinway,2012,2603,350,0.134460238
"Census Tract 116, Queens County, New York",Census Tract 116,Queens County,New York,116,4116,Richmond Hill,2012,2218,389,0.175383228
"Census Tract 117, Queens County, New York",Census Tract 117,Queens County,New York,117,4117,Steinway,2012,3443,567,0.164681963
"Census Tract 118, Queens County, New York",Census Tract 118,Queens County,New York,118,4118,Richmond Hill,2012,2592,25,0.009645062
"Census Tract 119, Queens County, New York",Census Tract 119,Queens County,New York,119,4119,Steinway,2012,1735,266,0.153314121
"Census Tract 120, Queens County, New York",Census Tract 120,Queens County,New York,120,4120,Richmond Hill,2012,2596,68,0.026194145
"Census Tract 121, Queens County, New York",Census Tract 121,Queens County,New York,121,4121,Steinway,2012,2048,199,0.097167969
"Census Tract 122, Queens County, New York",Census Tract 122,Queens County,New York,122,4122,Richmond Hill,2012,3086,61,0.019766688
"Census Tract 123.01, Queens County, New York",Census Tract 123.01,Queens County,New York,123.01,4123.01,Steinway,2012,2830,606,0.214134276
"Census Tract 124, Queens County, New York",Census Tract 124,Queens County,New York,124,4124,Richmond Hill,2012,2941,81,0.027541652
"Census Tract 125, Queens County, New York",Census Tract 125,Queens County,New York,125,4125,Steinway,2012,2018,172,0.085232904
"Census Tract 126.01, Queens County, New York",Census Tract 126.01,Queens County,New York,126.01,4126.01,Richmond Hill,2012,2903,71,0.024457458
"Census Tract 126.02, Queens County, New York",Census Tract 126.02,Queens County,New York,126.02,4126.02,Richmond Hill,2012,2570,67,0.026070039
"Census Tract 128, Queens County, New York",Census Tract 128,Queens County,New York,128,4128,Richmond Hill,2012,2042,34,0.016650343
"Census Tract 130, Queens County, New York",Census Tract 130,Queens County,New York,130,4130,Richmond Hill,2012,1634,117,0.071603427
"Census Tract 132, Queens County, New York",Census Tract 132,Queens County,New York,132,4132,Richmond Hill,2012,1837,54,0.029395754
"Census Tract 134, Queens County, New York",Census Tract 134,Queens County,New York,134,4134,Kew Gardens,2012,5006,237,0.047343188
"Census Tract 135, Queens County, New York",Census Tract 135,Queens County,New York,135,4135,Steinway,2012,1585,557,0.351419558
"Census Tract 136, Queens County, New York",Census Tract 136,Queens County,New York,136,4136,Kew Gardens,2012,1843,68,0.036896365
"Census Tract 137, Queens County, New York",Census Tract 137,Queens County,New York,137,4137,Steinway,2012,1570,204,0.129936306
"Census Tract 138, Queens County, New York",Census Tract 138,Queens County,New York,138,4138,Kew Gardens,2012,3729,139,0.037275409
"Census Tract 140, Queens County, New York",Census Tract 140,Queens County,New York,140,4140,Kew Gardens,2012,3606,87,0.024126456
"Census Tract 141, Queens County, New York",Census Tract 141,Queens County,New York,141,4141,Astoria,2012,1546,236,0.152652005
"Census Tract 142.01, Queens County, New York",Census Tract 142.01,Queens County,New York,142.01,4142.01,Richmond Hill,2012,4781,56,0.011713031
"Census Tract 142.02, Queens County, New York",Census Tract 142.02,Queens County,New York,142.02,4142.02,Richmond Hill,2012,2397,66,0.027534418
"Census Tract 143, Queens County, New York",Census Tract 143,Queens County,New York,143,4143,Astoria,2012,4106,595,0.144909888
"Census Tract 144, Queens County, New York",Census Tract 144,Queens County,New York,144,4144,Richmond Hill,2012,2095,0,0
"Census Tract 145, Queens County, New York",Census Tract 145,Queens County,New York,145,4145,Astoria,2012,1905,459,0.240944882
"Census Tract 147, Queens County, New York",Census Tract 147,Queens County,New York,147,4147,Astoria,2012,2662,467,0.175432006
"Census Tract 148, Queens County, New York",Census Tract 148,Queens County,New York,148,4148,Richmond Hill,2012,2147,18,0.008383791
"Census Tract 149, Queens County, New York",Census Tract 149,Queens County,New York,149,4149,Astoria,2012,2096,150,0.071564885
"Census Tract 150, Queens County, New York",Census Tract 150,Queens County,New York,150,4150,Richmond Hill,2012,2595,4,0.001541426
"Census Tract 151, Queens County, New York",Census Tract 151,Queens County,New York,151,4151,Astoria,2012,2663,262,0.09838528
"Census Tract 152, Queens County, New York",Census Tract 152,Queens County,New York,152,4152,Richmond Hill,2012,2948,16,0.005427408
"Census Tract 153, Queens County, New York",Census Tract 153,Queens County,New York,153,4153,Astoria,2012,2128,202,0.094924812
"Census Tract 154, Queens County, New York",Census Tract 154,Queens County,New York,154,4154,Richmond Hill,2012,2158,23,0.010658017
"Census Tract 155, Queens County, New York",Census Tract 155,Queens County,New York,155,4155,Astoria,2012,2189,243,0.111009593
"Census Tract 156, Queens County, New York",Census Tract 156,Queens County,New York,156,4156,Richmond Hill,2012,3399,57,0.016769638
"Census Tract 157, Queens County, New York",Census Tract 157,Queens County,New York,157,4157,Astoria,2012,1555,35,0.022508039
"Census Tract 158.01, Queens County, New York",Census Tract 158.01,Queens County,New York,158.01,4158.01,South Ozone Park,2012,3439,1,2.91e-4
"Census Tract 158.02, Queens County, New York",Census Tract 158.02,Queens County,New York,158.02,4158.02,South Ozone Park,2012,4649,31,0.006668101
"Census Tract 159, Queens County, New York",Census Tract 159,Queens County,New York,159,4159,Astoria,2012,3862,340,0.088037286
"Census Tract 161, Queens County, New York",Census Tract 161,Queens County,New York,161,4161,Astoria,2012,2314,201,0.086862576
"Census Tract 163, Queens County, New York",Census Tract 163,Queens County,New York,163,4163,Astoria,2012,4039,92,0.022777915
"Census Tract 164, Queens County, New York",Census Tract 164,Queens County,New York,164,4164,South Ozone Park,2012,3782,13,0.003437335
"Census Tract 166, Queens County, New York",Census Tract 166,Queens County,New York,166,4166,South Ozone Park,2012,3863,9,0.002329795
"Census Tract 168, Queens County, New York",Census Tract 168,Queens County,New York,168,4168,South Ozone Park,2012,3087,30,0.009718173
"Census Tract 169, Queens County, New York",Census Tract 169,Queens County,New York,169,4169,Hunters Point-Sunnyside-West Maspeth,2012,5282,330,0.062476335
"Census Tract 170, Queens County, New York",Census Tract 170,Queens County,New York,170,4170,South Ozone Park,2012,2241,2,8.92e-4
"Census Tract 171, Queens County, New York",Census Tract 171,Queens County,New York,171,4171,Hunters Point-Sunnyside-West Maspeth,2012,0,0,0
"Census Tract 172, Queens County, New York",Census Tract 172,Queens County,New York,172,4172,South Ozone Park,2012,2208,15,0.006793478
"Census Tract 174, Queens County, New York",Census Tract 174,Queens County,New York,174,4174,South Ozone Park,2012,2739,25,0.009127419
"Census Tract 176, Queens County, New York",Census Tract 176,Queens County,New York,176,4176,South Ozone Park,2012,2046,29,0.014173998
"Census Tract 178, Queens County, New York",Census Tract 178,Queens County,New York,178,4178,South Ozone Park,2012,2004,11,0.005489022
"Census Tract 179, Queens County, New York",Census Tract 179,Queens County,New York,179,4179,Hunters Point-Sunnyside-West Maspeth,2012,1005,17,0.016915423
"Census Tract 180, Queens County, New York",Census Tract 180,Queens County,New York,180,4180,South Ozone Park,2012,1199,0,0
"Census Tract 181.01, Queens County, New York",Census Tract 181.01,Queens County,New York,181.01,4181.01,Hunters Point-Sunnyside-West Maspeth,2012,4157,222,0.053403897
"Census Tract 181.02, Queens County, New York",Census Tract 181.02,Queens County,New York,181.02,4181.02,Hunters Point-Sunnyside-West Maspeth,2012,3849,265,0.068849052
"Census Tract 182, Queens County, New York",Census Tract 182,Queens County,New York,182,4182,Baisley Park,2012,2094,13,0.006208214
